01/07/2020,12 Lombardy Way Se,Rome,GA,30161,Homeowner,Floyd
01/07/2020,1120 Rolling Dr,Rossville,GA,30741,Homeowner,Walker
01/07/2020,196 Westside Dr,Rossville,GA,30741,Homeowner,Catoosa
01/07/2020,1108 Walden Park Drive 1108,Savannah,GA,31410,Homeowner,Chatham
01/07/2020,123 Cumberland Way,Savannah,GA,31407,Homeowner,Chatham
01/07/2020,2044 Speir St,Savannah,GA,31406,Homeowner,Chatham
01/07/2020,205 Delyon St,Savannah,GA,31415,Homeowner,Chatham
01/07/2020,4239 Hardy Avenue,Smyrna,GA,30082,Homeowner,Cobb
01/07/2020,4060 Blackhawk Dr,Stone Mountain,GA,30083,Homeowner,DeKalb
01/07/2020,418 Miguel Ct,Stone Mountain,GA,30083,Homeowner,DeKalb
01/07/2020,5079 South Woodbridge Trial,Stone Mountain,GA,30088,Homeowner,DeKalb
01/07/2020,947 Brighton Crest Cir,Stone Mountain,GA,30087,Homeowner,DeKalb
01/07/2020,1314 Park Pass Way,Suwanee,GA,30024,Homeowner,Gwinnett
01/07/2020,110 Pleasant Forest Dr.,Temple,GA,30179,Homeowner,Paulding
01/07/2020,116 Ridge Crossing,Temple,GA,30179,Homeowner,Carroll
01/07/2020,832 Mimosa Street,Thomson,GA,30824,Homeowner,McDuffie
01/07/2020,118 S Pickett St,Ty Ty,GA,31795,Homeowner,Tift
01/07/2020,611 E Adair St,Valdosta,GA,31601,Homeowner,Lowndes
01/07/2020,4375 Colham Ferry Rd,Watkinsville,GA,30677,Homeowner,Oconee
01/07/2020,2104 Mayfair Pl,Waycross,GA,31501,Homeowner,Ware
01/07/2020,801 Ava St,Waycross,GA,31501,Homeowner,Ware
01/07/2020,1206 6th Avenue,West Point,GA,31833,Homeowner,Troup
01/07/2020,3787 Pine Lake Rd,West Point,GA,31833,Homeowner,Harris
01/07/2020,265 Huntington Way,Williamson,GA,30292,Homeowner,Pike
02/04/2020,117 Reunion Place,Acworth,GA,30102,Homeowner,Cherokee
02/04/2020,1181 Lee St. Sw,Atlanta,GA,30310,Homeowner,Fulton
02/04/2020,1420 Donnelly Ave Sw,Atlanta,GA,30310,Homeowner,Fulton
02/04/2020,4810 Welcome All Road Sw,Atlanta,GA,30349,Homeowner,Fulton
02/04/2020,2903 Morehall Dr,Augusta,GA,30906,Homeowner,Richmond
02/04/2020,1846 Asbury Church Rd,Baxley,GA,31513,Homeowner,Appling
02/04/2020,140 Shadyfield Lane,Bishop,GA,30621-0000,Homeowner,Oconee
02/04/2020,18 Jill Lane,Cartersville,GA,30120,Homeowner,Bartow
02/04/2020,63 Quail Run,Cartersville,GA,30120,Homeowner,Bartow
02/04/2020,4913 Georgia Highway 129 South,Claxton,GA,30417,Homeowner,Evans
02/04/2020,2908 Lothridge Rd,Cleveland,GA,30528,Homeowner,White
02/04/2020,3015 Urban Ave,Columbus,GA,31907,Homeowner,Muscogee
02/04/2020,5770 Germantown Road,Columbus,GA,31907,Homeowner,Muscogee
02/04/2020,773 Crestline Dr,Columbus,GA,31907,Homeowner,Muscogee
02/04/2020,2030 Spring Ct Se,Conyers,GA,30013,Homeowner,Rockdale
02/04/2020,40 Streamside Dr,Covington,GA,30016,Homeowner,Newton
02/04/2020,3365 Shady Cove Road,Cumming,GA,30041,Homeowner,Forsyth
02/04/2020,116 Huntington Way,Dallas,GA,30132,Homeowner,Paulding
02/04/2020,123 Cold Water Ct,Dallas,GA,30132,Homeowner,Paulding
02/04/2020,32 Kelso Way,Dallas,GA,30132,Homeowner,Paulding
02/04/2020,11130 Surrey Park Trl,Duluth,GA,30097,Homeowner,Fulton
02/04/2020,149 Long Pines Cir,East Dublin,GA,31027,Homeowner,Laurens
02/04/2020,2241 Boulder Run Trail,Ellenwood,GA,30294,Homeowner,DeKalb
02/04/2020,3982 Ward Lake Trail,Ellenwood,GA,30294,Homeowner,DeKalb
02/04/2020,455 Railroad St,Flovilla,GA,30216,Homeowner,Butts
02/04/2020,812 Sugarloaf Way,Hampton,GA,30228,Homeowner,Clayton
02/04/2020,1106 Tomcat Trl,Hinesville,GA,31313,Homeowner,Liberty
02/04/2020,503 Idlewood Cir,Hinesville,GA,31313,Homeowner,Liberty
02/04/2020,8302 Parkwood Pl,Jonesboro,GA,30238,Homeowner,Clayton
02/04/2020,1142 Ashton Park Dr,Lawrenceville,GA,30045,Homeowner,Gwinnett
02/04/2020,315 Kingsport Dr,Lawrenceville,GA,30045,Homeowner,Gwinnett
02/04/2020,951 David Drive,Lawrenceville,GA,30045,Homeowner,Gwinnett
02/04/2020,2129 Strang Blvd,Lithonia,GA,30058,Homeowner,DeKalb
02/04/2020,2737 Penwood Place,Lithonia,GA,30058,Homeowner,DeKalb
02/04/2020,6860 Parkway Dr,Lithonia,GA,30058,Homeowner,DeKalb
02/04/2020,353 Clover Brook Drive,Locust Valley,GA,30248,Homeowner,Henry
02/04/2020,1687 Lawton Ave,Macon,GA,31201,Homeowner,Bibb
02/04/2020,1278 Houndslake Drive,Marietta,GA,30008,Homeowner,Cobb
02/04/2020,2284 Se Wakita Drive,Marietta,GA,30060,Homeowner,Cobb
02/04/2020,4171 Mistymorn Way,Powder Springs,GA,30127,Homeowner,Cobb
02/04/2020,5109 Glendora Drive,Powder Springs,GA,30127,Homeowner,Cobb
02/04/2020,75 Red Oak Dr,Richmond Hill,GA,31324,Homeowner,Bryan
02/04/2020,108 S Hallowes Dr,Saint Marys,GA,31558,Homeowner,Camden
02/04/2020,125 E Welwood Drive,Savannah,GA,31419,Homeowner,Chatham
02/04/2020,1606 Eleanor St,Savannah,GA,31415,Homeowner,Chatham
02/04/2020,1331 Owen Cir,Sugar Hill,GA,30518,Homeowner,Gwinnett
02/04/2020,252 Mac Garner Rd,Temple,GA,30179,Homeowner,Haralson
02/04/2020,931 Roxeywood Dr,Winder,GA,30680,Homeowner,Barrow
02/04/2020,201 Sweetwater Walk,Winterville,GA,30683,Homeowner,Clarke
